inc,1/xi_p,1/xi_b,1/xi_d,1/xi_r
0.0,2.5772144915476387,2.1393517696382274,0.9999995392358922,1.1393522304023351
1.0,2.57655795704544,2.1390554472846173,0.9999667997540084,1.1390886475306088
2.0,2.574589036191581,2.138164140259918,0.9998659808283444,1.1382981594315735
3.0,2.5713097761483907,2.1366747339507977,0.9996932006904302,1.1369815332603674
4.0,2.5667235862007165,2.1345846545562455,0.9994446066436437,1.1351400479126017
5.0,2.5608352337807196,2.131891871250713,0.9991163798017662,1.132775491448947
6.0,2.553650838909327,2.128594874838372,0.9987047398041844,1.1298901350341877
7.0,2.545177867061005,2.1246926744270374,0.9982059495019742,1.1264867249250634
8.0,2.5353589703641655,2.1181982743864842,0.9976163196091284,1.120581954777356
9.0,2.5243049027347406,2.1121332811318565,0.9969322133132376,1.1152010678186188
10.0,2.512004542596886,2.1058210219342723,0.996150050839966,1.1096709710943065
11.0,2.498464742834807,2.099085746372102,0.9952663139657242,1.103819432406378
12.0,2.48369660297671,2.091841289163348,0.9942775504729938,1.097563738690354
13.0,2.4676043040684856,2.0830899347643497,0.9931803785428224,1.0899095562215275
14.0,2.4503344121995516,2.0739627801205582,0.9919714910790836,1.0819912890414747
15.0,2.4319217860465554,2.064636448494452,0.9906476599591704,1.0739887885352817
16.0,2.4123638034732036,2.054880808690415,0.9892057402058734,1.0656750684845415
17.0,2.3914551396767068,2.0435176828995494,0.987642674075291,1.0558750088242583
18.0,2.3695521679284353,2.032288877875882,0.985955495055714,1.046333382820168
19.0,2.3465860727881562,2.0206852623031257,0.9841413317725238,1.036543930530602
20.0,2.3222925482369154,2.007688274228068,0.9821974117942658,1.0254908624338024
21.0,2.297118095520137,1.9947692485571742,0.9801210653351592,1.014648183222015
22.0,2.270758715333937,1.9809193296678067,0.9779097288494416,1.003009600818365
23.0,2.2434571447718423,1.9667692847336586,0.9755609485130567,0.991208336220602
24.0,2.2151349116389056,1.9520286709890746,0.9730723835883412,0.9789562874007334
25.0,2.185808630898323,1.9366982248066125,0.970441809667492,0.9662564151391204
26.0,2.1555674545305616,1.9209379422034827,0.9676671217907482,0.9532708204127344
27.0,2.1243745267536127,1.9045730670980014,0.9647463374353564,0.939826729662645
28.0,2.0922818717614478,1.8877654255237015,0.9616775993715596,0.9260878261521418
29.0,2.059438208002197,1.8705865543143918,0.958459178381986,0.9121273759324058
30.0,2.0256276402415314,1.8528058085436292,0.9550894758409872,0.897716332702642
31.0,1.99124818433695,1.8347864635840638,0.9515670261506468,0.883219437433417
32.0,1.9558351658632451,1.816019635149497,0.9478904990303332,0.8681291361191639
33.0,1.9197897698380768,1.7969736858481131,0.9440587016568593,0.8529149841912538
34.0,1.8831656715919016,1.777624607479619,0.9400705806524818,0.837554026827137
35.0,1.8458812037720205,1.7578901274880718,0.9359252239181524,0.8219649035699194
36.0,1.807874497158488,1.737668602743721,0.9316218623096282,0.8060467404340929
37.0,1.7693503679191924,1.7171186819305992,0.9271598711542164,0.7899588107763827
38.0,1.7303062868159038,1.6962615599361934,0.9225387716061372,0.7737227883300563
39.0,1.690877066947946,1.675134980050802,0.9177582318386672,0.7573767482121347
40.0,1.6509701635755838,1.6536769661312645,0.9128180680714286,0.7408588980598358
41.0,1.6105746472881106,1.6318879096637684,0.9077182454313832,0.7241696642323852
42.0,1.5698527395075264,1.6098393670149869,0.9024588786462836,0.7073804883687032
43.0,1.5288062970742098,1.5875576141310561,0.8970402325695442,0.6905173815615119
44.0,1.48749386948522,1.5649995549596865,0.8914627225356871,0.6735368324239992
45.0,1.4460024873382635,1.5422734179841728,0.8857269145457235,0.6565465034384494
46.0,1.4043027894835138,1.5193378110824005,0.8798335252820318,0.6395042858003686
47.0,1.3623902624244388,1.4961560624359196,0.8737834219525084,0.6223726404834113
48.0,1.3204024628174515,1.4728329245308491,0.8675776219639488,0.6052553025669002
49.0,1.2784304794671972,1.449333210920547,0.861217292424848,0.5881159184956991
50.0,1.2364837448240262,1.4256838091460802,0.8547037494779912,0.570980059668089
51.0,1.19454984748171,1.4018600205089187,0.8480384574634212,0.5538215630454975
52.0,1.1526495355218571,1.3778350620026854,0.8412230279125698,0.5366120340901157
53.0,1.1109883254200077,1.3536637958991922,0.8342592183745381,0.5194045775246541
54.0,1.0694132748447476,1.329282469346197,0.827148931075719,0.502133538270478
55.0,1.0281078248924176,1.3047076225037202,0.8198942114141509,0.4848134110895693
56.0,0.9870142225236564,1.2798714774478295,0.812497246290183,0.4673742311576465
57.0,0.9463119742933008,1.2548032772636313,0.8049603622752473,0.44984291498838397
58.0,0.9058596782885256,1.229385601231929,0.7972860236207012,0.4320995776112279
59.0,0.8657728468406936,1.2035214502279068,0.7894768301089231,0.41404462011898374
60.0,0.8260991385737857,1.1771683324555013,0.7815355147490067,0.3956328177064946
61.0,0.7867568219279738,1.1500805727775991,0.7734649413196067,0.3766156314579924
62.0,0.7471814552042086,1.1217752483533967,0.765268101761653,0.3565071465917436
63.0,0.6984630910728553,1.0903298516435203,0.7569481134238873,0.3333817382196329
64.0,0.006485106196081424,0.16916359826758778,0.0,0.16916359826758778
65.0,0.003201094384882425,0.15576586210843407,0.0,0.15576586210843407
66.0,0.002176141589407615,0.14411682156715774,0.0,0.14411682156715774
67.0,0.0016464255234111872,0.13348142221714,0.0,0.13348142221714
68.0,0.0013130289004423838,0.123573213429445,0.0,0.123573213429445
69.0,0.0010805149067238573,0.11433222495999103,0.0,0.11433222495999103
70.0,0.000905344912438142,0.10555126618298433,0.0,0.10555126618298433
71.0,0.0007690300529269459,0.09725482853861896,0.0,0.09725482853861896
72.0,0.0006591035682521439,0.08939026381023667,0.0,0.08939026381023667
73.0,0.0005680240656757462,0.08189679671292857,0.0,0.08189679671292857
74.0,0.0004907053475213053,0.07474090478704813,0.0,0.07474090478704813
75.0,0.00042523957639410286,0.06798367759914413,0.0,0.06798367759914413
76.0,0.00036818436174807434,0.061509537935096316,0.0,0.061509537935096316
77.0,0.000318324661092917,0.055343918534091256,0.0,0.055343918534091256
78.0,0.0002744741080295919,0.04949052726710352,0.0,0.04949052726710352
79.0,0.00023508607949062807,0.04385436453125125,0.0,0.04385436453125125
80.0,0.00020106667123982928,0.03864426478307299,0.0,0.03864426478307299
81.0,0.00017016217569655132,0.03364258595570133,0.0,0.03364258595570133
82.0,0.00014219687900935495,0.028866664300624286,0.0,0.028866664300624286
83.0,0.00011715092814591057,0.024369464431307386,0.0,0.024369464431307386
84.0,9.456486315011806e-05,0.020122335796526503,0.0,0.020122335796526503
85.0,7.351303683520494e-05,0.015992012262721324,0.0,0.015992012262721324
86.0,5.5425372853946365e-05,0.01228862833320063,0.0,0.01228862833320063
87.0,3.7978599482005596e-05,0.008587445791099832,0.0,0.008587445791099832
88.0,2.3410599526475425e-05,0.005378492038651425,0.0,0.005378492038651425
89.0,9.724062179423955e-06,0.0022661188920316167,0.0,0.0022661188920316167
90.0,0.0,0.0,0.0,0.0
