inc,1/xi_p,1/xi_b,1/xi_d,1/xi_r
0.0,2.1424683627710444,2.05732365765767,0.9999995392358922,1.0573241184217776
1.0,2.1419834479909774,2.0570589412342866,0.9999667997540084,1.0570921414802783
2.0,2.1405291895520535,2.056262594804902,0.9998659808283444,1.0563966139765575
3.0,2.138107044597862,2.0549313094793753,0.9996932006904302,1.0552381087889449
4.0,2.1347194398349165,2.0530623442667357,0.9994446066436437,1.053617737623092
5.0,2.130369768735812,2.0506534170563384,0.9991163798017662,1.0515370372545723
6.0,2.125062387628305,2.047702699271757,0.9987047398041844,1.048997959467573
7.0,2.118802610675068,2.044208855814741,0.9982059495019742,1.0460029063127667
8.0,2.1115470393319007,2.037452351652993,0.9976163196091284,1.0398360320438644
9.0,2.1033665822954313,2.030920590800503,0.9969322133132376,1.0339883774872651
10.0,2.094270549442168,2.0246768008361364,0.996150050839966,1.0285267499961703
11.0,2.0842582028639653,2.0181842228012843,0.9952663139657242,1.0229179088355602
12.0,2.073336884316399,2.011298832866142,0.9942775504729938,1.017021282393148
13.0,2.0615174950652744,2.0040225207735958,0.9931803785428224,1.0108421422307732
14.0,2.0486692738144927,1.9938177853774495,0.9919714910790836,1.001846294298366
15.0,2.0350128196470783,1.984343440984051,0.9906476599591704,0.9936957810248808
16.0,2.0205213367920303,1.9748285140554762,0.9892057402058734,0.9856227738496028
17.0,2.005193559465177,1.9650335508197747,0.987642674075291,0.9773908767444838
18.0,1.9888436850840037,1.9528053925187545,0.985955495055714,0.9668498974630406
19.0,1.9717621521710589,1.9410250458734866,0.9841413317725238,0.9568837141009626
20.0,1.9539261085418167,1.929266729513899,0.9821974117942658,0.9470693177196332
21.0,1.9351766012022311,1.9161240067158734,0.9801210653351592,0.9360029413807142
22.0,1.9156315775489996,1.9023550748928744,0.9779097288494416,0.9244453460434328
23.0,1.895440149177896,1.8888582571872408,0.9755609485130567,0.913297308674184
24.0,1.874367317294212,1.8740723659428973,0.9730723835883412,0.900999982354556
25.0,1.8525778559219643,1.8588321223792716,0.970441809667492,0.8883903127117797
26.0,1.8302168407484984,1.8438292270732122,0.9676671217907482,0.876162105282464
27.0,1.806915504219908,1.8271872058823018,0.9647463374353564,0.8624408684469452
28.0,1.78312740561949,1.8108410499527843,0.9616775993715596,0.8491634505812247
29.0,1.7586554844528066,1.7939171081111203,0.958459178381986,0.8354579297291342
30.0,1.7334846099971712,1.7762499869725783,0.9550894758409872,0.821160511131591
31.0,1.7079096597449392,1.7588469462402738,0.9515670261506468,0.8072799200896269
32.0,1.6814303515369589,1.739978700284381,0.9478904990303332,0.7920882012540477
33.0,1.6547062500524812,1.7216017823819967,0.9440587016568593,0.7775430807251373
34.0,1.6271603928949807,1.7020261206081202,0.9400705806524818,0.7619555399556384
35.0,1.5994074867785892,1.6828609855486474,0.9359252239181524,0.746935761630495
36.0,1.5708828670417319,1.6625952295926494,0.9316218623096282,0.7309733672830211
37.0,1.54222053882863,1.642782558427383,0.9271598711542164,0.7156226872731666
38.0,1.5128199309872474,1.6219250939308356,0.9225387716061372,0.6993863223246984
39.0,1.48337334279679,1.601456324466414,0.9177582318386672,0.6836980926277468
40.0,1.4531513368273454,1.579852234034131,0.9128180680714286,0.6670341659627023
41.0,1.422855475010052,1.5585780244948972,0.9077182454313832,0.650859779063514
42.0,1.3922080014974545,1.5368788180648632,0.9024588786462836,0.6344199394185797
43.0,1.3611718301278988,1.5147859078361208,0.8970402325695442,0.6177456752665766
44.0,1.3301837977085331,1.4929924456908732,0.8914627225356871,0.6015297231551862
45.0,1.298625478274957,1.4704047777359146,0.8857269145457235,0.584677863190191
46.0,1.2669960375227376,1.447813818738958,0.8798335252820318,0.5679802934569261
47.0,1.2353519608569399,1.4252611987683554,0.8737834219525084,0.551477776815847
48.0,1.203340910788513,1.402228920913895,0.8675776219639488,0.5346512989499462
49.0,1.1713703356204304,1.37929818618495,0.861217292424848,0.518080893760102
50.0,1.1394782870266376,1.3564366780746897,0.8547037494779912,0.5017329285966985
51.0,1.1072837848031665,1.3330633923734525,0.8480384574634212,0.4850249349100312
52.0,1.075128072010464,1.3097443351255555,0.8412230279125698,0.4685213072129857
53.0,1.0431818658796363,1.286627145743505,0.8342592183745381,0.4523679273689668
54.0,1.011245539739132,1.2632863766738507,0.827148931075719,0.4361374455981317
55.0,0.9792757287870552,1.239839544262511,0.8198942114141509,0.4199453328483602
56.0,0.947454361014707,1.2164812211659684,0.812497246290183,0.4039839748757853
57.0,0.9158349850520306,1.193153813645728,0.8049603622752473,0.3881934513704807
58.0,0.8843726054457549,1.16981792123563,0.7972860236207012,0.37253189761492894
59.0,0.8531854500668302,1.1465732816259044,0.7894768301089231,0.3570964515169813
60.0,0.8223195936740708,1.1235433639806034,0.7815355147490067,0.3420078492315966
61.0,0.7915648841571176,1.100395023620544,0.7734649413196067,0.3269300823009372
62.0,0.7611345531341638,1.0774151274067287,0.765268101761653,0.3121470256450756
63.0,0.7310266145563259,1.0545379783153528,0.7569481134238873,0.29758986489146544
64.0,0.03177401419259374,0.0037885616053561643,0.0,0.0037885616053561643
65.0,0.011071120793710787,0.0012595910465706159,0.0,0.0012595910465706159
66.0,0.006351023228012244,0.0007130267006225669,0.0,0.0007130267006225669
67.0,0.004259924956864882,0.00047517915240014806,0.0,0.00047517915240014806
68.0,0.003084669834973705,0.00034279788540380506,0.0,0.00034279788540380506
69.0,0.002336840068776774,0.00025908690512013884,0.0,0.00025908690512013884
70.0,0.0018219262846836206,0.0002016961302743908,0.0,0.0002016961302743908
