inc,1/xi_p,1/xi_b,1/xi_d,1/xi_r
0.0,2.1424683627710444,1.3534944164003246,0.9999995392358922,0.3534948771644324
1.0,2.1419834479909774,1.35338412013239,0.9999667997540084,0.3534173203783817
2.0,2.1405291895520535,1.353050765690692,0.9998659808283444,0.3531847848623476
3.0,2.138107044597862,1.3524906628370148,0.9996932006904302,0.3527974621465846
4.0,2.1347194398349165,1.3517003305509747,0.9994446066436437,0.35225572390733106
5.0,2.130369768735812,1.3506764637361017,0.9991163798017662,0.3515600839343356
6.0,2.125062387628305,1.3494159345712458,0.9987047398041844,0.35071119476706125
7.0,2.118802610675068,1.3479158089844119,0.9982059495019742,0.34970985948243766
8.0,2.1115967037501377,1.346173342961757,0.9976163196091284,0.3485570233526286
9.0,2.10345187721939,1.344185987217939,0.9969322133132376,0.34725377390470125
10.0,2.0943762776337373,1.3419513909172465,0.996150050839966,0.3458013400772805
11.0,2.084378978344984,1.3394674048300301,0.9952663139657242,0.344201090864306
12.0,2.073469969055673,1.3367320845067603,0.9942775504729938,0.34245453403376647
13.0,2.0616601443153857,1.3337436929632975,0.9931803785428224,0.34056331442047527
14.0,2.048961290977395,1.3305007032507195,0.9919714910790836,0.33852921217163584
15.0,2.03538607463066,1.3270017994936443,0.9906476599591704,0.33635413953447385
16.0,2.0209480250235115,1.3232458787554007,0.9892057402058734,0.3340401385495273
17.0,2.0056615204964605,1.319232059320347,0.987642674075291,0.33158938524505605
18.0,1.9895417714428796,1.3149596721599708,0.985955495055714,0.3290041771042569
19.0,1.972604802817376,1.3104282688542792,0.9841413317725238,0.32628693708175543
20.0,1.9548674357128597,1.3056376228119753,0.9821974117942658,0.32344021101770953
21.0,1.9363472680284055,1.30058772609601,0.9801210653351592,0.3204666607608507
22.0,1.9170626542511364,1.2952787949462905,0.9779097288494416,0.31736906609684884
23.0,1.8970326843763492,1.2897112665203203,0.9755609485130567,0.3141503180072636
24.0,1.876277161991194,1.2838858015018642,0.9730723835883412,0.310813417913523
25.0,1.8548165815482336,1.2778032843839782,0.970441809667492,0.3073614747164861
26.0,1.8326721048560832,1.2714648196566527,0.9676671217907482,0.3037976978659045
27.0,1.8098655368153485,1.2648717340900277,0.9647463374353564,0.30012539665467136
28.0,1.7864193004290074,1.258025578601429,0.9616775993715596,0.2963479792298694
29.0,1.7623564111171357,1.2509281229497928,0.958459178381986,0.2924689445678068
30.0,1.73770045036681,1.2435813562166622,0.9550894758409872,0.2884918803756749
31.0,1.7124755387487645,1.2359874855691522,0.9515670261506468,0.2844204594185054
32.0,1.6867063083331535,1.2281489351291732,0.9478904990303332,0.28025843609884016
33.0,1.6604178745374811,1.2200683425404502,0.9440587016568593,0.27600964088359076
34.0,1.6336358074403896,1.2117485608325569,0.9400705806524818,0.27167798018007505
35.0,1.6063861025957467,1.2031926513011877,0.9359252239181524,0.2672674273830352
36.0,1.5786951513819123,1.1944038851222385,0.9316218623096282,0.2627820228126104
37.0,1.5505897109217637,1.1853857382431778,0.9271598711542164,0.25822586708896156
38.0,1.5220968736094476,1.176141891124709,0.9225387716061372,0.25360311951857184
39.0,1.493244036280345,1.1666762227626095,0.9177582318386672,0.2489179909239424
40.0,1.4640588690611804,1.1569928108142187,0.9128180680714286,0.24417474274279016
41.0,1.434569283937505,1.1470959265279743,0.9077182454313832,0.23937768109659105
42.0,1.4048034030761773,1.1369900305506326,0.9024588786462836,0.2345311519043491
43.0,1.3747895269407284,1.1266797723533064,0.8970402325695442,0.2296395397837621
44.0,1.3445561022377228,1.1161699861317236,0.8914627225356871,0.2247072635960365
45.0,1.3141316897324316,1.1054656858622052,0.8857269145457235,0.2197387713164816
46.0,1.283544931972292,1.094572059087418,0.8798335252820318,0.21473853380538604
47.0,1.252824520956672,1.0834944715597112,0.8737834219525084,0.20971104960720288
48.0,1.2219991657915967,1.0722384584089668,0.8675776219639488,0.20466083644501806
49.0,1.1910975603679994,1.0608097156364238,0.861217292424848,0.1995924232115759
50.0,1.1601483511021167,1.0492141097311845,0.8547037494779912,0.19451036025319324
51.0,1.129180104776462,1.0374576668005524,0.8480384574634212,0.1894192093371312
52.0,1.0982212765197543,1.025546565116205,0.8412230279125698,0.18432353720363523
53.0,1.0673001779639528,1.013487151167416,0.8342592183745381,0.17922793279287794
54.0,1.0364449456163438,1.0012859173180642,0.827148931075719,0.17413698624234525
55.0,1.0056572590473467,0.9884802341466131,0.8198942114141509,0.16858602273246226
56.0,0.9749700732087277,0.9756125013272564,0.812497246290183,0.1631152550370734
57.0,0.9444278298489232,0.9626415028384488,0.8049603622752473,0.15768114056320157
58.0,0.9139865129204064,0.9493614221567449,0.7972860236207012,0.15207539853604368
59.0,0.883752428386875,0.9360675357902839,0.7894768301089231,0.1465907056813608
60.0,0.8537086586595067,0.9226303299284879,0.7815355147490067,0.14109481517948114
61.0,0.8238330330211991,0.9089987975371223,0.7734649413196067,0.1355338562175155
62.0,0.7942159369123276,0.8953249103883483,0.765268101761653,0.1300568086266952
63.0,0.7649146930895081,0.8816359629739402,0.7569481134238873,0.12468784955005288
64.0,0.03177401419259374,0.0013465810615429432,0.0,0.0013465810615429432
65.0,0.011071120793710787,0.0004484698773669953,0.0,0.0004484698773669953
66.0,0.006351023228012244,0.00025396504245791857,0.0,0.00025396504245791857
67.0,0.004259924956864882,0.00016927698613442973,0.0,0.00016927698613442973
68.0,0.003084669834973705,0.00012212919108002087,0.0,0.00012212919108002087
69.0,0.002336840068776774,9.231090454132876e-05,0.0,9.231090454132876e-05
70.0,0.0018219262846836206,7.18659821656609e-05,0.0,7.18659821656609e-05
71.0,0.0014507703840760124,5.7173714034303e-05,0.0,5.7173714034303e-05
72.0,0.0011700561350682114,4.608673655290932e-05,0.0,4.608673655290932e-05
73.0,0.0009520689559901008,3.749135563802182e-05,0.0,3.749135563802182e-05
74.0,0.0007803152867181834,3.0727209668689575e-05,0.0,3.0727209668689575e-05
75.0,0.0006410603823141241,2.524761408813446e-05,0.0,2.524761408813446e-05
76.0,0.0005285488488980856,2.082276104667665e-05,0.0,2.082276104667665e-05
77.0,0.0004352693860034926,1.715521617636656e-05,0.0,1.715521617636656e-05
78.0,0.0003572686344484297,1.4088690786913007e-05,0.0,1.4088690786913007e-05
79.0,0.00029311071613871004,1.1565878613248905e-05,0.0,1.1565878613248905e-05
80.0,0.00023871394096010849,9.426131034471525e-06,0.0,9.426131034471525e-06
81.0,0.0001929057676176703,7.623362419749223e-06,0.0,7.623362419749223e-06
82.0,0.00015393393737070512,6.088523333195676e-06,0.0,6.088523333195676e-06
83.0,0.00012083742284534607,4.783983541137008e-06,0.0,4.783983541137008e-06
84.0,9.34998428076671e-05,3.70523140300279e-06,0.0,3.70523140300279e-06
85.0,6.975965029427464e-05,2.767390973200989e-06,0.0,2.767390973200989e-06
86.0,5.027182924895869e-05,1.9964137664634276e-06,0.0,1.9964137664634276e-06
87.0,3.3232137166722245e-05,1.3213263985643022e-06,0.0,1.3213263985643022e-06
88.0,1.9707800190764787e-05,7.844401982187971e-07,0.0,7.844401982187971e-07
89.0,8.407658669891611e-06,3.349365362554295e-07,0.0,3.349365362554295e-07
90.0,0.0,0.0,0.0,0.0
