 mdot  qb   x     z       g     n_bursts  rate       dt         energy        peak          u_rate    u_dt      u_energy      u_peak      
 0.10  0.0  0.76  0.0025  2.65  24         4.465655   5.374352  1.009222e+40  2.661268e+38  0.248445  0.299000  5.571327e+38  1.581508e+37
 0.10  0.0  0.76  0.0025  3.45  22         3.873805   6.195459  1.151933e+40  3.665572e+38  0.238199  0.380956  6.818061e+38  2.087927e+37
 0.12  0.0  0.76  0.0025  2.26  25         5.853430   4.100160  9.294788e+39  2.017924e+38  0.149292  0.104574  2.345238e+38  4.637816e+36
 0.12  0.0  0.76  0.0025  2.65  25         5.636046   4.258305  9.623288e+39  2.418515e+38  0.159651  0.120624  2.773552e+38  6.207987e+36
 0.12  0.0  0.76  0.0025  3.45  24         5.087167   4.717753  1.056299e+40  3.261416e+38  0.340202  0.315498  7.035960e+38  2.184540e+37
 0.14  0.0  0.76  0.0025  2.26  26         6.860768   3.498150  9.268565e+39  1.954275e+38  0.154305  0.078677  1.736203e+38  3.762261e+36
 0.14  0.0  0.76  0.0025  2.65  25         6.655485   3.606048  9.525815e+39  2.319334e+38  0.139560  0.075616  2.004803e+38  4.796631e+36
 0.14  0.0  0.76  0.0025  3.45  24         6.397920   3.751219  9.826333e+39  2.939219e+38  0.505520  0.296396  7.346149e+38  1.987619e+37
 0.16  0.0  0.76  0.0025  2.26  26         8.033097   2.987640  9.062943e+39  1.861284e+38  0.108125  0.040213  9.662082e+37  2.310088e+36
 0.16  0.0  0.76  0.0025  2.65  25         7.877238   3.046753  9.206553e+39  2.188423e+38  0.159675  0.061759  1.826757e+38  4.938479e+36
 0.16  0.0  0.76  0.0025  3.45  24         7.652252   3.136331  9.328500e+39  2.752101e+38  1.154231  0.473070  1.170491e+39  3.222794e+37
 0.18  0.0  0.76  0.0025  2.26  27         9.263321   2.590863  8.857583e+39  1.787091e+38  0.259868  0.072683  1.955178e+38  4.238090e+36
 0.18  0.0  0.76  0.0025  2.65  26         8.985268   2.671039  9.076390e+39  2.111457e+38  0.254637  0.075696  2.488903e+38  6.892623e+36
 0.18  0.0  0.76  0.0025  3.45  26         9.032158   2.657172  8.997022e+39  2.600291e+38  0.921543  0.271109  9.054262e+38  2.395590e+37
 0.08  0.2  0.76  0.0025  2.26  27         5.163150   4.648325  6.892872e+39  1.610853e+38  0.674778  0.607495  6.409596e+38  1.830544e+37
 0.08  0.2  0.76  0.0025  2.65  28         4.943785   4.854580  7.300374e+39  1.951820e+38  0.859495  0.843986  1.051092e+39  2.671455e+37
 0.08  0.2  0.76  0.0025  3.45  27         4.118508   5.827353  8.698562e+39  2.905542e+38  0.442546  0.626167  8.608330e+38  2.868060e+37
 0.10  0.2  0.76  0.0025  2.26  28         6.569227   3.653398  6.853833e+39  1.537033e+38  0.600227  0.333809  3.340452e+38  1.742829e+37
 0.10  0.2  0.76  0.0025  2.65  28         6.386858   3.757716  7.051024e+39  1.819664e+38  0.592455  0.348572  4.178782e+38  1.666027e+37
 0.10  0.2  0.76  0.0025  3.45  28         5.844734   4.106260  7.698312e+39  2.439505e+38  1.018875  0.715818  1.056329e+39  2.979255e+37
 0.12  0.2  0.76  0.0025  2.26  28         7.751087   3.096340  7.000504e+39  1.514619e+38  0.560427  0.223875  6.154919e+38  2.830859e+37
 0.12  0.2  0.76  0.0025  2.65  28         7.585958   3.163740  7.143938e+39  1.789661e+38  0.648381  0.270409  5.782497e+38  2.417063e+37
 0.12  0.2  0.76  0.0025  3.45  28         7.388741   3.248185  7.342809e+39  2.232781e+38  0.784417  0.344840  6.080004e+38  2.109419e+37
 0.14  0.2  0.76  0.0025  2.26  28         9.166344   2.618274  6.941843e+39  1.443099e+38  0.476232  0.136031  7.031505e+38  2.889730e+37
 0.14  0.2  0.76  0.0025  2.65  27         8.926329   2.688675  7.156275e+39  1.731966e+38  0.538123  0.162087  6.703067e+38  2.951505e+37
 0.14  0.2  0.76  0.0025  3.45  29         9.049964   2.651944  7.011289e+39  2.103190e+38  0.753220  0.220719  5.781894e+38  2.043710e+37
 0.16  0.2  0.76  0.0025  2.26  29        10.759688   2.230548  6.829009e+39  1.397617e+38  0.471062  0.097654  7.590756e+38  2.601346e+37
 0.16  0.2  0.76  0.0025  2.65  28        10.448841   2.296905  6.970539e+39  1.635357e+38  0.521613  0.114663  7.090761e+38  2.860180e+37
 0.16  0.2  0.76  0.0025  3.45  30        10.767329   2.228965  6.743703e+39  1.980457e+38  0.793813  0.164329  5.814468e+38  1.921410e+37
 0.18  0.2  0.76  0.0025  2.26  29        12.374404   1.939487  6.693717e+39  1.335744e+38  0.450828  0.070660  7.806056e+38  2.457456e+37
 0.18  0.2  0.76  0.0025  2.65  29        12.021609   1.996405  6.795135e+39  1.566097e+38  0.520834  0.086494  7.532109e+38  2.722561e+37
 0.18  0.2  0.76  0.0025  3.45  29        12.044067   1.992682  6.774546e+39  1.954528e+38  1.090768  0.180467  9.088048e+38  2.784911e+37
 0.08  0.0  0.67  0.0025  2.65  21         3.736923   6.422396  9.056420e+39  3.777927e+38  0.550466  0.946048  1.324698e+39  4.168157e+37
 0.10  0.0  0.67  0.0025  2.65  21         4.560990   5.262015  9.346751e+39  3.721495e+38  0.490248  0.565599  9.823525e+38  3.362545e+37
 0.12  0.0  0.67  0.0025  2.65  29         5.826434   4.119158  8.828345e+39  3.430078e+38  0.709671  0.501721  1.084557e+39  3.901975e+37
 0.14  0.0  0.67  0.0025  2.65  30         6.754657   3.553104  8.946548e+39  3.431225e+38  0.426900  0.224559  5.814053e+38  2.441502e+37
 0.16  0.0  0.67  0.0025  2.65  31         7.762223   3.091898  8.920476e+39  3.305769e+38  0.584098  0.232662  7.174502e+38  2.574580e+37
 0.18  0.0  0.67  0.0025  2.65  33         9.161481   2.619664  8.523805e+39  3.128292e+38  0.598124  0.171030  5.963179e+38  2.359942e+37
 0.08  0.0  0.70  0.0025  2.65  22         3.573793   6.715554  9.660674e+39  3.546171e+38  0.327877  0.616117  9.234541e+38  2.681717e+37
 0.10  0.0  0.70  0.0025  2.65  26         4.448818   5.394691  9.781094e+39  3.361934e+38  0.268475  0.325557  5.852151e+38  2.751199e+37
 0.12  0.0  0.70  0.0025  2.65  27         5.449321   4.404218  9.648435e+39  3.240187e+38  0.237387  0.191860  3.907449e+38  1.321313e+37
 0.14  0.0  0.70  0.0025  2.65  28         6.292542   3.814039  9.792196e+39  3.196091e+38  0.225424  0.136634  3.039778e+38  1.097969e+37
 0.16  0.0  0.70  0.0025  2.65  29         7.217757   3.325133  9.804294e+39  3.114867e+38  0.208497  0.096052  2.778563e+38  1.157374e+37
 0.18  0.0  0.70  0.0025  2.65  33         8.261955   2.904881  9.666053e+39  2.974993e+38  0.136980  0.048162  1.797240e+38  6.578267e+36
 0.08  0.0  0.73  0.0025  2.65  24         3.300653   7.271288  1.068239e+40  3.342064e+38  0.150741  0.332080  4.174764e+38  1.597602e+37
 0.10  0.0  0.73  0.0025  2.65  27         4.251570   5.644973  1.043964e+40  3.151978e+38  0.208269  0.276527  4.384227e+38  1.627242e+37
 0.12  0.0  0.73  0.0025  2.65  29         5.168974   4.643088  1.037845e+40  2.997101e+38  0.111422  0.100086  2.256512e+38  1.069288e+37
 0.14  0.0  0.73  0.0025  2.65  33         6.225492   3.855117  1.008620e+40  2.828707e+38  0.123987  0.076779  2.015460e+38  7.073469e+36
 0.16  0.0  0.73  0.0025  2.65  33         7.317106   3.279985  9.831165e+39  2.694094e+38  0.091603  0.041062  1.450414e+38  4.485041e+36
 0.18  0.0  0.73  0.0025  2.65  32         8.422853   2.849391  9.623308e+39  2.581749e+38  0.120571  0.040788  1.589112e+38  4.675877e+36
 0.08  0.2  0.67  0.0025  2.65  27         4.306603   5.572838  7.877817e+39  3.328035e+38  0.375894  0.486415  6.312140e+38  2.772206e+37
 0.10  0.2  0.67  0.0025  2.65  30         5.961818   4.025618  7.201426e+39  2.881677e+38  0.376215  0.254033  3.998300e+38  2.077685e+37
 0.12  0.2  0.67  0.0025  2.65  30         7.327852   3.275175  7.065750e+39  2.704343e+38  0.325975  0.145694  2.729603e+38  1.516228e+37
 0.14  0.2  0.67  0.0025  2.65  30         8.842905   2.714040  6.858767e+39  2.496434e+38  0.238644  0.073244  2.174723e+38  1.965509e+37
 0.16  0.2  0.67  0.0025  2.65  31        10.441651   2.298487  6.676763e+39  2.314979e+38  0.198260  0.043642  2.143093e+38  1.882382e+37
 0.18  0.2  0.67  0.0025  2.65  31        12.042469   1.992947  6.543217e+39  2.203350e+38  0.132194  0.021877  1.679785e+38  1.148629e+37
 0.08  0.2  0.70  0.0025  2.65  35         4.436347   5.409856  7.848813e+39  2.844725e+38  0.288351  0.351626  4.228163e+38  2.469388e+37
 0.10  0.2  0.70  0.0025  2.65  34         5.953314   4.031368  7.379010e+39  2.569856e+38  0.264032  0.178793  3.135351e+38  1.583683e+37
 0.12  0.2  0.70  0.0025  2.65  32         7.271318   3.300640  7.284669e+39  2.336083e+38  0.172729  0.078406  1.767254e+38  1.504348e+37
 0.14  0.2  0.70  0.0025  2.65  31         8.763170   2.738735  7.092622e+39  2.186956e+38  0.136470  0.042651  9.996781e+37  9.171222e+36
 0.16  0.2  0.70  0.0025  2.65  32        10.447231   2.297259  6.835701e+39  2.023717e+38  0.170123  0.037409  1.148668e+38  7.543431e+36
 0.18  0.2  0.70  0.0025  2.65  31        12.005236   1.999128  6.708447e+39  1.934273e+38  0.166956  0.027802  8.026883e+37  4.838829e+36
 0.08  0.2  0.73  0.0025  2.65  34         4.389380   5.467743  8.105351e+39  2.568710e+38  0.210559  0.262288  3.076313e+38  1.856963e+37
 0.10  0.2  0.73  0.0025  2.65  29         5.900610   4.067376  7.560280e+39  2.198223e+38  0.116415  0.080246  1.624711e+38  1.192900e+37
 0.12  0.2  0.73  0.0025  2.65  31         7.670560   3.128846  7.021944e+39  1.930575e+38  0.425371  0.173510  3.179438e+38  8.376391e+36
 0.14  0.2  0.73  0.0025  2.65  29         9.247125   2.595401  6.787598e+39  1.807838e+38  0.528952  0.148462  1.584192e+38  5.677575e+36
 0.16  0.2  0.73  0.0025  2.65  31        10.941864   2.193411  6.593804e+39  1.735671e+38  0.946519  0.189740  2.549559e+38  1.447569e+37
 0.18  0.2  0.73  0.0025  2.65  29        12.587054   1.906721  6.480497e+39  1.656144e+38  0.456491  0.069151  1.289095e+38  3.428299e+36
 0.08  0.0  0.67  0.0025  3.45  25         3.180976   7.544855  1.052541e+40  4.838605e+38  0.565140  1.340437  1.789110e+39  6.551322e+37
 0.10  0.0  0.67  0.0025  3.45  27         4.344646   5.524041  9.716095e+39  4.442532e+38  0.735037  0.934569  1.640588e+39  5.879593e+37
 0.12  0.0  0.67  0.0025  3.45  25         4.801563   4.998372  1.060609e+40  4.617256e+38  0.497797  0.518201  1.097670e+39  3.853794e+37
 0.14  0.0  0.67  0.0025  3.45  25         5.641059   4.254520  1.059687e+40  4.505401e+38  0.502920  0.379306  9.717499e+38  3.478598e+37
 0.16  0.0  0.67  0.0025  3.45  27         6.892224   3.482185  9.961356e+39  4.257702e+38  0.694924  0.351099  1.020000e+39  3.492607e+37
 0.18  0.0  0.67  0.0025  3.45  27         7.763243   3.091491  9.996951e+39  4.190602e+38  0.613833  0.244442  8.190806e+38  2.772714e+37
 0.08  0.0  0.70  0.0025  3.45  23         2.746509   8.738365  1.241272e+40  4.944016e+38  0.102362  0.325679  4.606810e+38  1.642967e+37
 0.10  0.0  0.70  0.0025  3.45  26         3.513142   6.831491  1.227073e+40  4.736287e+38  0.054645  0.106260  1.931799e+38  8.935163e+36
 0.12  0.0  0.70  0.0025  3.45  26         4.364609   5.498774  1.194226e+40  4.519067e+38  0.093122  0.117320  2.687334e+38  9.995793e+36
 0.14  0.0  0.70  0.0025  3.45  27         5.297666   4.530297  1.154283e+40  4.284583e+38  0.109464  0.093608  2.447165e+38  9.118871e+36
 0.16  0.0  0.70  0.0025  3.45  27         6.173680   3.887471  1.136700e+40  4.175015e+38  0.113636  0.071555  2.160278e+38  8.047016e+36
 0.18  0.0  0.70  0.0025  3.45  29         7.287759   3.293193  1.087539e+40  3.977726e+38  0.176039  0.079548  2.671796e+38  1.092509e+37
 0.08  0.0  0.73  0.0025  3.45  25         2.704301   8.874752  1.289626e+40  4.620875e+38  0.052644  0.172764  2.408864e+38  8.887038e+36
 0.10  0.0  0.73  0.0025  3.45  27         3.563705   6.734565  1.234699e+40  4.285236e+38  0.070276  0.132806  2.444994e+38  1.011923e+37
 0.12  0.0  0.73  0.0025  3.45  27         4.428827   5.419042  1.198617e+40  4.082803e+38  0.083385  0.102029  2.079706e+38  7.717711e+36
 0.14  0.0  0.73  0.0025  3.45  27         5.409287   4.436814  1.150655e+40  3.857819e+38  0.121953  0.100029  2.126500e+38  6.292996e+36
 0.16  0.0  0.73  0.0025  3.45  29         6.538303   3.670677  1.090558e+40  3.608834e+38  0.146892  0.082467  2.436726e+38  7.787171e+36
 0.18  0.0  0.73  0.0025  3.45  31         7.961179   3.014629  1.010285e+40  3.306598e+38  0.310052  0.117406  3.947212e+38  1.225010e+37
 0.08  0.2  0.67  0.0025  3.45  27         4.321385   5.553775  7.823859e+39  3.874605e+38  0.578352  0.743288  1.058651e+39  5.360442e+37
 0.10  0.2  0.67  0.0025  3.45  27         5.613781   4.275194  7.572287e+39  3.592160e+38  0.618208  0.470798  8.700702e+38  3.889063e+37
 0.12  0.2  0.67  0.0025  3.45  28         7.073565   3.392914  7.331707e+39  3.317524e+38  0.750035  0.359762  8.916783e+38  4.110298e+37
 0.14  0.2  0.67  0.0025  3.45  29         8.666278   2.769355  7.007071e+39  3.066906e+38  0.588549  0.188074  4.952218e+38  2.483760e+37
 0.16  0.2  0.67  0.0025  3.45  29         9.852449   2.435943  7.070812e+39  3.061854e+38  0.544556  0.134637  4.190858e+38  2.201683e+37
 0.18  0.2  0.67  0.0025  3.45  30        11.451997   2.095704  6.869924e+39  2.876146e+38  0.512647  0.093814  3.385170e+38  1.607663e+37
 0.08  0.2  0.70  0.0025  3.45  28         3.717404   6.456118  9.329741e+39  3.943280e+38  0.257382  0.447002  6.328644e+38  2.916375e+37
 0.10  0.2  0.70  0.0025  3.45  28         5.072410   4.731479  8.636332e+39  3.506882e+38  0.214452  0.200038  3.488425e+38  1.950350e+37
 0.12  0.2  0.70  0.0025  3.45  28         6.528702   3.676075  8.119936e+39  3.193512e+38  0.237197  0.133557  2.404618e+38  1.429558e+37
 0.14  0.2  0.70  0.0025  3.45  28         7.888746   3.042309  7.881961e+39  2.998373e+38  0.206249  0.079540  2.137014e+38  1.147221e+37
 0.16  0.2  0.70  0.0025  3.45  29         9.632948   2.491449  7.403519e+39  2.729322e+38  0.263882  0.068250  1.322172e+38  8.727740e+36
 0.18  0.2  0.70  0.0025  3.45  30        11.267190   2.130079  7.135999e+39  2.568330e+38  0.133689  0.025274  8.422785e+37  3.951655e+36
 0.08  0.2  0.73  0.0025  3.45  27         3.830820   6.264978  9.256040e+39  3.459059e+38  0.096833  0.158362  2.451647e+38  1.317961e+37
 0.10  0.2  0.73  0.0025  3.45  27         5.249712   4.571680  8.523312e+39  3.062273e+38  0.142432  0.124036  2.499006e+38  1.217179e+37
 0.12  0.2  0.73  0.0025  3.45  28         6.998855   3.429133  7.684901e+39  2.645661e+38  0.248554  0.121781  2.794552e+38  1.051711e+37
 0.14  0.2  0.73  0.0025  3.45  27         8.743874   2.744779  7.201913e+39  2.399575e+38  0.460232  0.144471  3.431618e+38  1.354755e+37
 0.16  0.2  0.73  0.0025  3.45  30        10.415274   2.304308  6.945916e+39  2.249108e+38  1.051036  0.232534  5.948025e+38  1.948075e+37
 0.18  0.2  0.73  0.0025  3.45  29        12.000211   1.999965  6.709392e+39  2.150181e+38  1.042483  0.173741  3.109733e+38  1.249417e+37
 0.08  0.0  0.76  0.0025  1.86  36         4.228214   5.676155  8.473645e+39  1.681247e+38  0.295017  0.396044  4.857140e+38  1.377093e+37
 0.08  0.2  0.76  0.0025  1.86  33         5.409688   4.436485  6.593789e+39  1.294538e+38  0.687676  0.563963  3.991947e+38  1.548758e+37
 0.10  0.0  0.76  0.0025  1.86  34         5.298704   4.529409  8.513931e+39  1.578631e+38  0.323526  0.276554  3.842734e+38  6.164343e+36
 0.10  0.2  0.76  0.0025  1.86  32         6.765465   3.547428  6.664407e+39  1.246317e+38  0.590031  0.309379  5.387186e+38  2.250201e+37
 0.12  0.0  0.76  0.0025  1.86  33         6.304031   3.807088  8.634574e+39  1.550270e+38  0.230099  0.138960  2.109055e+38  4.504192e+36
 0.12  0.2  0.76  0.0025  1.86  31         8.163853   2.939788  6.712662e+39  1.211613e+38  0.479754  0.172759  6.764099e+38  2.323229e+37
 0.14  0.0  0.76  0.0025  1.86  32         7.360391   3.260697  8.638755e+39  1.513446e+38  0.311838  0.138146  2.122818e+38  7.229398e+36
 0.14  0.2  0.76  0.0025  1.86  31         9.598962   2.500270  6.684130e+39  1.169560e+38  0.439046  0.114360  7.468151e+38  2.305635e+37
 0.16  0.0  0.76  0.0025  1.86  30         8.343746   2.876406  8.752553e+39  1.496292e+38  0.217256  0.074896  1.566434e+38  3.556619e+36
 0.16  0.2  0.76  0.0025  1.86  32        11.183176   2.146081  6.549498e+39  1.112903e+38  0.393770  0.075565  7.954320e+38  2.115835e+37
 0.18  0.0  0.76  0.0025  1.86  31         9.500826   2.526096  8.665789e+39  1.453023e+38  0.165511  0.044006  1.092665e+38  1.919547e+36
 0.18  0.2  0.76  0.0025  1.86  32        12.834289   1.869991  6.442970e+39  1.073258e+38  0.395804  0.057670  7.751139e+38  1.874665e+37
 0.08  0.0  0.76  0.0050  1.86  34         4.741423   5.061772  7.428443e+39  1.595341e+38  0.241315  0.257619  3.123004e+38  1.487730e+37
 0.08  0.2  0.76  0.0050  1.86  36         6.075115   3.950543  5.773481e+39  1.232881e+38  0.610562  0.397038  4.640096e+38  1.017263e+37
 0.10  0.0  0.76  0.0050  1.86  33         5.811591   4.129678  7.669683e+39  1.565482e+38  0.267165  0.189846  2.660334e+38  9.731481e+36
 0.10  0.2  0.76  0.0050  1.86  33         7.274939   3.298997  6.126641e+39  1.228627e+38  0.584562  0.265084  3.326654e+38  1.548062e+37
 0.12  0.0  0.76  0.0050  1.86  32         6.963150   3.446716  7.725750e+39  1.494328e+38  0.294882  0.145965  1.518430e+38  8.188248e+36
 0.12  0.2  0.76  0.0050  1.86  32         8.611218   2.787062  6.258283e+39  1.206640e+38  0.545349  0.176505  5.455935e+38  2.131820e+37
 0.14  0.0  0.76  0.0050  1.86  32         8.041021   2.984696  7.837128e+39  1.469246e+38  0.344335  0.127811  1.960674e+38  7.038374e+36
 0.14  0.2  0.76  0.0050  1.86  31        10.076284   2.381830  6.246481e+39  1.158879e+38  0.516897  0.122184  5.955856e+38  2.123363e+37
 0.16  0.0  0.76  0.0050  1.86  31         9.086490   2.641284  7.970760e+39  1.455142e+38  0.236589  0.068772  1.120971e+38  3.625442e+36
 0.16  0.2  0.76  0.0050  1.86  31        11.648903   2.060280  6.265934e+39  1.133234e+38  0.461681  0.081655  6.475725e+38  1.968691e+37
 0.18  0.0  0.76  0.0050  1.86  30        10.157267   2.362840  8.057755e+39  1.439912e+38  0.221782  0.051592  1.210740e+38  2.959394e+36
 0.18  0.2  0.76  0.0050  1.86  32        13.276475   1.807709  6.180318e+39  1.082458e+38  0.440269  0.059946  6.600665e+38  1.827228e+37
 0.08  0.0  0.76  0.0075  1.86  32         5.060826   4.742309  6.849548e+39  1.648264e+38  0.195026  0.182751  3.085360e+38  1.877373e+37
 0.08  0.2  0.76  0.0075  1.86  32         6.054459   3.964020  5.724183e+39  1.282112e+38  0.251367  0.164577  1.888102e+38  1.001399e+37
 0.10  0.0  0.76  0.0075  1.86  32         6.256920   3.835753  7.031829e+39  1.532749e+38  0.186466  0.114311  1.417888e+38  8.763676e+36
 0.10  0.2  0.76  0.0075  1.86  32         7.601962   3.157080  5.779519e+39  1.221626e+38  0.638113  0.265007  2.521351e+38  1.090296e+37
 0.12  0.0  0.76  0.0075  1.86  32         7.434649   3.228128  7.167508e+39  1.488444e+38  0.224716  0.097572  1.259686e+38  5.917672e+36
 0.12  0.2  0.76  0.0075  1.86  32         9.091332   2.639877  5.877746e+39  1.200371e+38  0.585551  0.170028  3.869828e+38  1.680670e+37
 0.14  0.0  0.76  0.0075  1.86  32         8.614667   2.785946  7.249844e+39  1.441736e+38  0.343209  0.110992  1.102490e+38  8.719209e+36
 0.14  0.2  0.76  0.0075  1.86  31        10.540568   2.276917  5.930590e+39  1.179515e+38  0.576308  0.124491  4.897683e+38  1.829783e+37
 0.16  0.0  0.76  0.0075  1.86  31         9.758563   2.459378  7.346037e+39  1.427007e+38  0.337863  0.085149  2.057825e+38  1.044735e+37
 0.16  0.2  0.76  0.0075  1.86  32        12.100625   1.983369  5.965863e+39  1.140786e+38  0.517779  0.084867  5.538257e+38  1.892936e+37
 0.18  0.0  0.76  0.0075  1.86  31        10.920009   2.197800  7.425056e+39  1.407068e+38  0.339405  0.068310  1.514267e+38  5.438123e+36
 0.18  0.2  0.76  0.0075  1.86  31        13.783928   1.741158  5.946094e+39  1.099669e+38  0.504597  0.063740  5.925456e+38  1.783277e+37
 0.08  0.0  0.76  0.0125  1.86  32         5.653197   4.245385  5.935954e+39  1.694771e+38  0.152801  0.114749  2.166852e+38  1.715538e+37
 0.08  0.2  0.76  0.0125  1.86  32         6.402129   3.748753  5.294478e+39  1.446455e+38  0.246078  0.144091  2.277595e+38  1.699900e+37
 0.10  0.0  0.76  0.0125  1.86  31         7.059179   3.399829  6.096741e+39  1.523342e+38  0.131601  0.063382  1.487943e+38  1.098844e+37
 0.10  0.2  0.76  0.0125  1.86  32         8.252037   2.908373  5.236950e+39  1.223937e+38  0.229416  0.080856  1.002301e+38  4.732560e+36
 0.12  0.0  0.76  0.0125  1.86  32         8.337559   2.878540  6.287446e+39  1.468222e+38  0.114628  0.039575  7.488759e+37  4.425962e+36
 0.12  0.2  0.76  0.0125  1.86  32         9.956104   2.410582  5.298840e+39  1.194727e+38  0.495326  0.119929  9.414104e+37  6.432282e+36
 0.14  0.0  0.76  0.0125  1.86  31         9.631761   2.491756  6.399866e+39  1.431587e+38  0.295564  0.076463  9.461806e+37  7.061291e+36
 0.14  0.2  0.76  0.0125  1.86  31        11.540911   2.079559  5.380169e+39  1.192764e+38  0.605220  0.109055  2.417670e+38  1.104162e+37
 0.16  0.0  0.76  0.0125  1.86  30        10.810128   2.220140  6.558993e+39  1.412486e+38  0.253307  0.052023  9.205566e+37  5.969999e+36
 0.16  0.2  0.76  0.0125  1.86  31        13.077788   1.835173  5.444146e+39  1.143682e+38  0.594400  0.083411  3.498911e+38  1.356948e+37
 0.18  0.0  0.76  0.0125  1.86  30        12.038688   1.993573  6.673502e+39  1.397389e+38  0.246159  0.040763  1.066730e+38  4.953399e+36
 0.18  0.2  0.76  0.0125  1.86  31        14.707874   1.631779  5.511938e+39  1.129543e+38  0.626941  0.069557  3.952316e+38  1.498481e+37
 0.08  0.0  0.67  0.0125  1.86  31         5.597451   4.287666  5.525967e+39  2.295640e+38  0.146636  0.112323  1.495635e+38  2.182437e+37
 0.10  0.0  0.67  0.0125  1.86  31         6.957305   3.449612  5.719346e+39  2.180738e+38  0.171667  0.085117  1.505519e+38  1.940907e+37
 0.12  0.0  0.67  0.0125  1.86  30         8.290873   2.894749  5.879032e+39  2.113674e+38  0.171847  0.060000  1.677773e+38  1.826666e+37
 0.14  0.0  0.67  0.0125  1.86  30         9.646432   2.487967  5.948768e+39  1.971823e+38  0.175912  0.045370  1.806229e+38  1.503919e+37
 0.16  0.0  0.67  0.0125  1.86  30        10.965513   2.188680  6.041668e+39  1.913913e+38  0.211946  0.042304  1.222809e+38  1.242844e+37
 0.18  0.0  0.67  0.0125  1.86  30        12.402452   1.935101  6.074572e+39  1.855757e+38  0.164133  0.025609  1.183485e+38  9.824666e+36
 0.08  0.0  0.70  0.0125  1.86  31         5.591390   4.292313  5.693194e+39  2.105253e+38  0.183604  0.140946  1.682657e+38  2.264444e+37
 0.10  0.0  0.70  0.0125  1.86  31         6.935876   3.460269  5.904534e+39  2.043696e+38  0.186752  0.093170  1.698011e+38  1.766768e+37
 0.12  0.0  0.70  0.0125  1.86  31         8.260043   2.905554  6.058039e+39  1.890826e+38  0.151642  0.053342  1.674101e+38  1.552382e+37
 0.14  0.0  0.70  0.0125  1.86  31         9.581276   2.504885  6.168479e+39  1.805680e+38  0.130920  0.034227  1.148693e+38  1.311109e+37
 0.16  0.0  0.70  0.0125  1.86  31        10.921840   2.197432  6.243232e+39  1.735464e+38  0.161050  0.032403  1.112192e+38  9.508683e+36
 0.18  0.0  0.70  0.0125  1.86  31        12.224244   1.963312  6.321011e+39  1.683737e+38  0.148596  0.023866  8.870852e+37  7.938325e+36
 0.08  0.0  0.73  0.0125  1.86  30         5.642322   4.253568  5.820686e+39  1.907159e+38  0.097644  0.073610  1.436265e+38  1.741044e+37
 0.10  0.0  0.73  0.0125  1.86  31         6.954257   3.451124  6.065011e+39  1.797646e+38  0.175558  0.087122  1.945593e+38  1.659861e+37
 0.12  0.0  0.73  0.0125  1.86  26         8.342899   2.876698  6.151810e+39  1.615444e+38  0.059537  0.020529  8.408114e+37  9.272022e+36
 0.14  0.0  0.73  0.0125  1.86  31         9.591310   2.502265  6.310527e+39  1.564126e+38  0.071247  0.018588  6.887846e+37  5.887579e+36
 0.16  0.0  0.73  0.0125  1.86  31        10.870263   2.207858  6.420135e+39  1.526836e+38  0.107482  0.021831  5.963411e+37  4.722126e+36
 0.18  0.0  0.73  0.0125  1.86  31        12.118616   1.980424  6.520055e+39  1.506891e+38  0.099264  0.016222  6.111584e+37  5.188412e+36
 0.08  0.2  0.67  0.0125  1.86  31         6.179497   3.883811  5.043570e+39  2.013912e+38  0.265873  0.167101  2.146992e+38  2.672180e+37
 0.10  0.2  0.67  0.0125  1.86  31         7.821947   3.068290  5.119587e+39  1.834659e+38  0.284418  0.111568  2.282436e+38  2.131428e+37
 0.12  0.2  0.67  0.0125  1.86  30         9.570506   2.507704  5.126049e+39  1.680721e+38  0.200591  0.052560  1.479753e+38  1.555484e+37
 0.14  0.2  0.67  0.0125  1.86  31        11.201015   2.142663  5.182816e+39  1.639893e+38  0.235426  0.045035  1.686907e+38  1.531502e+37
 0.16  0.2  0.67  0.0125  1.86  31        13.019242   1.843425  5.145125e+39  1.515750e+38  0.270479  0.038298  1.297743e+38  7.877550e+36
 0.18  0.2  0.67  0.0125  1.86  31        14.827640   1.618599  5.131511e+39  1.450133e+38  0.206422  0.022533  1.196105e+38  6.569775e+36
 0.08  0.2  0.70  0.0125  1.86  32         6.246974   3.841860  5.135775e+39  1.771365e+38  0.260893  0.160448  1.718261e+38  2.058430e+37
 0.10  0.2  0.70  0.0125  1.86  32         7.910063   3.034110  5.214145e+39  1.578404e+38  0.192679  0.073907  1.295303e+38  1.284964e+37
 0.12  0.2  0.70  0.0125  1.86  31         9.578726   2.505552  5.257492e+39  1.510285e+38  0.211904  0.055429  1.429397e+38  1.148874e+37
 0.14  0.2  0.70  0.0125  1.86  31        11.332313   2.117838  5.252870e+39  1.405868e+38  0.169162  0.031614  1.169765e+38  7.883930e+36
 0.16  0.2  0.70  0.0125  1.86  31        13.001116   1.845995  5.290317e+39  1.355076e+38  0.168004  0.023854  8.959940e+37  4.957975e+36
 0.18  0.2  0.70  0.0125  1.86  31        14.724323   1.629956  5.297359e+39  1.311252e+38  0.147548  0.016333  6.904065e+37  4.259683e+36
 0.08  0.2  0.73  0.0125  1.86  32         6.214572   3.861891  5.312997e+39  1.666721e+38  0.165218  0.102671  2.559047e+38  2.101534e+37
