 mdot  qb   x     z       g     n_bursts  rate       dt         energy        peak          u_rate    u_dt      u_energy      u_peak      
 0.16  0.4  0.70  0.0200  3.45  24        14.960725   1.604200  4.533877e+39  2.061525e+38  0.149398  0.016020  1.314614e+38  7.788300e+36
 0.16  0.4  0.73  0.0200  3.45  24        15.173756   1.581678  4.581951e+39  1.826474e+38  0.202820  0.021142  7.783379e+37  4.361868e+36
 0.12  0.6  0.64  0.0200  3.45  24        11.719698   2.047834  3.980947e+39  2.524081e+38  0.483007  0.084398  1.498921e+38  2.513271e+37
 0.12  0.6  0.67  0.0200  3.45  24        11.768315   2.039374  4.086543e+39  2.308197e+38  0.443181  0.076800  1.444597e+38  2.224565e+37
 0.12  0.6  0.70  0.0200  3.45  24        11.797495   2.034330  4.172386e+39  2.119751e+38  0.310311  0.053509  1.411691e+38  1.524179e+37
 0.12  0.6  0.73  0.0200  3.45  23        11.892146   2.018139  4.279001e+39  1.880922e+38  0.238688  0.040506  1.634105e+38  1.014877e+37
 0.16  0.6  0.64  0.0200  3.45  25        16.782019   1.430102  3.832616e+39  2.084379e+38  0.445281  0.037945  1.222151e+38  1.265225e+37
 0.16  0.6  0.67  0.0200  3.45  25        17.103513   1.403220  3.890873e+39  1.872105e+38  0.392239  0.032180  1.372813e+38  1.059524e+37
 0.16  0.6  0.70  0.0200  3.45  25        16.782847   1.430031  4.060249e+39  1.754043e+38  0.293028  0.024968  7.570517e+37  6.478511e+36
 0.16  0.6  0.73  0.0200  3.45  24        17.540088   1.368294  3.992656e+39  1.531241e+38  0.610444  0.047620  5.192833e+37  2.465252e+36
 0.07  0.0  0.76  0.0025  3.45  30         2.367563  10.137004  1.306323e+40  4.308133e+38  0.077660  0.332510  4.327027e+38  1.179265e+37
 0.07  0.0  0.76  0.0050  3.45  27         3.197084   7.506840  9.589307e+39  3.774197e+38  0.116697  0.274007  3.636909e+38  1.483094e+37
 0.07  0.0  0.76  0.0075  3.45  27         3.787186   6.337159  7.957230e+39  3.575018e+38  0.151652  0.253762  3.487870e+38  1.700360e+37
 0.07  0.0  0.76  0.0125  3.45  26         4.660668   5.149476  6.281716e+39  3.356866e+38  0.177003  0.195567  2.736733e+38  1.962018e+37
 0.07  0.2  0.76  0.0025  3.45  25         3.385427   7.089209  9.227478e+39  3.222075e+38  0.388137  0.812774  8.813179e+38  2.761537e+37
 0.07  0.2  0.76  0.0050  3.45  23         3.960219   6.060271  7.757120e+39  2.990237e+38  0.232591  0.355931  4.063116e+38  1.904784e+37
 0.07  0.2  0.76  0.0075  3.45  25         4.322904   5.551824  7.006512e+39  3.039964e+38  0.164111  0.210765  2.974252e+38  1.657510e+37
 0.07  0.2  0.76  0.0125  3.45  27         5.068751   4.734894  5.767194e+39  2.958082e+38  0.343427  0.320807  3.292594e+38  2.631699e+37
 0.07  0.4  0.76  0.0025  3.45  26         4.209917   5.700824  7.444399e+39  2.513442e+38  0.802161  1.086240  1.036660e+39  3.225867e+37
 0.07  0.4  0.76  0.0050  3.45  27         4.725856   5.078445  6.565220e+39  2.445869e+38  0.309058  0.332117  3.843483e+38  2.212844e+37
 0.07  0.4  0.76  0.0075  3.45  27         4.857711   4.940599  6.220588e+39  2.562583e+38  0.237642  0.241697  2.967856e+38  2.453594e+37
 0.07  0.4  0.76  0.0125  3.45  29         5.373403   4.466443  5.478992e+39  2.710072e+38  0.226006  0.187859  2.885311e+38  2.689548e+37
 0.07  0.6  0.76  0.0025  3.45  27         5.144320   4.665340  6.038501e+39  2.113016e+38  1.556032  1.411152  1.238058e+39  3.992486e+37
 0.07  0.6  0.76  0.0050  3.45  26         5.325902   4.506279  5.808579e+39  2.123992e+38  0.323958  0.274103  3.780981e+38  1.333423e+37
 0.07  0.6  0.76  0.0075  3.45  23         5.420221   4.427864  5.544974e+39  2.229276e+38  0.228527  0.186687  2.595654e+38  2.174464e+37
 0.07  0.6  0.76  0.0125  3.45  26         5.783564   4.149690  5.060996e+39  2.367450e+38  0.288998  0.207355  2.428665e+38  2.851979e+37
 0.07  0.0  0.76  0.0200  3.45  24         5.444837   4.407846  5.076397e+39  3.194496e+38  0.218963  0.177260  2.653798e+38  2.642707e+37
 0.08  0.0  0.76  0.0200  3.45  25         6.167414   3.891421  5.259872e+39  3.025276e+38  0.146605  0.092503  1.557554e+38  1.811867e+37
 0.10  0.0  0.76  0.0200  3.45  24         7.588001   3.162889  5.497061e+39  2.755400e+38  0.224137  0.093427  2.653506e+38  1.740565e+37
 0.12  0.0  0.76  0.0200  3.45  25         8.806777   2.725174  5.806743e+39  2.632946e+38  0.138919  0.042987  2.137771e+38  1.296858e+37
 0.14  0.0  0.76  0.0200  3.45  25        10.085339   2.379692  6.007732e+39  2.533065e+38  0.117192  0.027652  1.500141e+38  6.701401e+36
 0.16  0.0  0.76  0.0200  3.45  25        11.530969   2.081352  6.060727e+39  2.411534e+38  0.100198  0.018086  1.170768e+38  2.958261e+36
 0.18  0.0  0.76  0.0200  3.45  25        12.910161   1.859001  6.118822e+39  2.350528e+38  0.188228  0.027104  1.404082e+38  3.030553e+36
 0.07  0.2  0.76  0.0200  3.45  25         5.810765   4.130265  4.815190e+39  2.919778e+38  0.327150  0.232537  2.594937e+38  2.295575e+37
 0.08  0.2  0.76  0.0200  3.45  23         6.671948   3.597150  4.851736e+39  2.664848e+38  0.206312  0.111232  2.228893e+38  1.639139e+37
 0.10  0.2  0.76  0.0200  3.45  24         8.182436   2.933112  5.103461e+39  2.432862e+38  0.230172  0.082508  2.696624e+38  1.538316e+37
 0.12  0.2  0.76  0.0200  3.45  24         9.815716   2.445058  5.249640e+39  2.284934e+38  0.216376  0.053898  2.590287e+38  1.083781e+37
 0.14  0.2  0.76  0.0200  3.45  25        11.601572   2.068685  5.250357e+39  2.090455e+38  0.175523  0.031298  1.506290e+38  3.753974e+36
 0.16  0.2  0.76  0.0200  3.45  24        13.549266   1.771314  5.188795e+39  1.961959e+38  0.542334  0.070900  9.488986e+37  4.633013e+36
 0.18  0.2  0.76  0.0200  3.45  25        15.457665   1.552628  5.116837e+39  1.866152e+38  0.770730  0.077415  1.538783e+38  4.560676e+36
 0.07  0.4  0.76  0.0200  3.45  25         6.122219   3.920147  4.568923e+39  2.715382e+38  0.315518  0.202031  2.313850e+38  2.501770e+37
 0.08  0.4  0.76  0.0200  3.45  25         7.084083   3.387877  4.618852e+39  2.437904e+38  0.322368  0.154168  2.440372e+38  2.100620e+37
 0.10  0.4  0.76  0.0200  3.45  24         8.856250   2.709950  4.766765e+39  2.140653e+38  0.252125  0.077148  2.701245e+38  1.547654e+37
 0.12  0.4  0.76  0.0200  3.45  25        11.230649   2.137009  4.603113e+39  1.840330e+38  0.582673  0.110873  1.835845e+38  7.305274e+36
 0.14  0.4  0.76  0.0200  3.45  25        13.521874   1.774902  4.529511e+39  1.717093e+38  0.883646  0.115989  1.867220e+38  9.056658e+36
 0.16  0.4  0.76  0.0200  3.45  26        15.573636   1.541066  4.545440e+39  1.661312e+38  1.081028  0.106972  1.879745e+38  1.179620e+37
 0.18  0.4  0.76  0.0200  3.45  26        17.417886   1.377894  4.574808e+39  1.647318e+38  1.227350  0.097093  2.922830e+38  1.626913e+37
 0.07  0.6  0.76  0.0200  3.45  25         6.437525   3.728141  4.348899e+39  2.509157e+38  0.435489  0.252203  3.335176e+38  3.490401e+37
 0.08  0.6  0.76  0.0200  3.45  25         7.468465   3.213512  4.414010e+39  2.234529e+38  0.334313  0.143847  2.384228e+38  2.138119e+37
 0.10  0.6  0.76  0.0200  3.45  23         9.668326   2.482332  4.374079e+39  1.894015e+38  0.236085  0.060615  2.111333e+38  1.207787e+37
 0.12  0.6  0.76  0.0200  3.45  25        12.675945   1.893350  4.106497e+39  1.585784e+38  0.700143  0.104577  1.056935e+38  4.427609e+36
 0.14  0.6  0.76  0.0200  3.45  25        14.968687   1.603347  4.126114e+39  1.536990e+38  1.149078  0.123082  2.171954e+38  1.322610e+37
 0.16  0.6  0.76  0.0200  3.45  26        17.608954   1.362943  4.023046e+39  1.441036e+38  1.168857  0.090470  3.367100e+38  1.606950e+37
 0.18  0.6  0.76  0.0200  3.45  26        20.341207   1.179871  3.946065e+39  1.368226e+38  1.158134  0.067176  3.532687e+38  1.624335e+37
 0.12  0.0  0.64  0.0300  2.26  23        10.555894   2.273611  4.133534e+39  2.408903e+38  0.357693  0.077043  1.100701e+38  1.044342e+37
 0.12  0.0  0.64  0.0300  3.45  23        10.428982   2.301279  4.220704e+39  3.254330e+38  0.246890  0.054479  1.373202e+38  1.816269e+37
 0.12  0.0  0.67  0.0300  2.26  23        10.468913   2.292502  4.313591e+39  2.351202e+38  0.303177  0.066390  1.509168e+38  1.654226e+37
 0.12  0.0  0.67  0.0300  3.45  23        10.507370   2.284111  4.314062e+39  3.058260e+38  0.358972  0.078034  1.952745e+38  1.816028e+37
 0.12  0.0  0.70  0.0300  2.26  23        10.562888   2.272106  4.409233e+39  2.117214e+38  0.282261  0.060715  1.077630e+38  1.175569e+37
 0.12  0.0  0.70  0.0300  3.45  23        10.324519   2.324563  4.538152e+39  2.982035e+38  0.299940  0.067531  1.233259e+38  1.501463e+37
 0.12  0.0  0.73  0.0300  2.26  23        10.446864   2.297340  4.577728e+39  2.012494e+38  0.359541  0.079066  1.086021e+38  1.151529e+37
 0.12  0.0  0.73  0.0300  3.45  23        10.362045   2.316145  4.656080e+39  2.706146e+38  0.358683  0.080174  1.841914e+38  1.487688e+37
 0.16  0.0  0.64  0.0300  2.26  23        13.811071   1.737736  4.410403e+39  2.298918e+38  0.259802  0.032689  1.028068e+38  8.164389e+36
 0.16  0.0  0.64  0.0300  3.45  23        13.778431   1.741853  4.424081e+39  3.044175e+38  0.439416  0.055550  1.923655e+38  1.737816e+37
 0.16  0.0  0.67  0.0300  2.26  23        13.690544   1.753035  4.584982e+39  2.149514e+38  0.255533  0.032720  1.071124e+38  9.632108e+36
 0.16  0.0  0.67  0.0300  3.45  23        13.683660   1.753917  4.605505e+39  2.870908e+38  0.216306  0.027725  1.360817e+38  1.509039e+37
 0.16  0.0  0.70  0.0300  2.26  23        13.546568   1.771666  4.762168e+39  2.042237e+38  0.163331  0.021361  1.252444e+38  1.205027e+37
 0.16  0.0  0.70  0.0300  3.45  23        13.509075   1.776584  4.787616e+39  2.701270e+38  0.248940  0.032738  1.955114e+38  1.280812e+37
 0.16  0.0  0.73  0.0300  2.26  23        13.485912   1.779635  4.930257e+39  1.891328e+38  0.179706  0.023714  1.100320e+38  8.660303e+36
 0.16  0.0  0.73  0.0300  3.45  23        13.252110   1.811032  5.040139e+39  2.549718e+38  0.171990  0.023504  1.641786e+38  1.035463e+37
 0.12  0.2  0.64  0.0300  2.26  22        11.367580   2.111267  3.878908e+39  2.162256e+38  0.309228  0.057432  1.895546e+38  1.992905e+37
 0.12  0.2  0.64  0.0300  3.45  23        11.178979   2.146887  3.963887e+39  2.984629e+38  0.384492  0.073841  1.443513e+38  2.442864e+37
 0.12  0.2  0.67  0.0300  2.26  21        11.326939   2.118842  4.021848e+39  2.033523e+38  0.262011  0.049012  8.303884e+37  9.316998e+36
 0.12  0.2  0.67  0.0300  3.45  23        11.177628   2.147146  4.080499e+39  2.758616e+38  0.256046  0.049185  1.661337e+38  1.891371e+37
 0.12  0.2  0.70  0.0300  2.26  23        11.394360   2.106305  4.143031e+39  1.926901e+38  0.231913  0.042870  9.409526e+37  9.375559e+36
 0.12  0.2  0.70  0.0300  3.45  20        11.181094   2.146480  4.212001e+39  2.601273e+38  0.232430  0.044621  1.194662e+38  1.091887e+37
 0.12  0.2  0.73  0.0300  2.26  23        11.326822   2.118864  4.265275e+39  1.777678e+38  0.332089  0.062123  9.180844e+37  7.107382e+36
 0.12  0.2  0.73  0.0300  3.45  23        11.174219   2.147801  4.366414e+39  2.471710e+38  0.371444  0.071395  2.069054e+38  1.539656e+37
 0.16  0.2  0.64  0.0300  2.26  22        15.152348   1.583913  4.040703e+39  2.000140e+38  0.352511  0.036849  1.403074e+38  9.125657e+36
 0.16  0.2  0.64  0.0300  3.45  23        15.077780   1.591746  4.076843e+39  2.700647e+38  0.545421  0.057580  1.361532e+38  2.078929e+37
 0.16  0.2  0.67  0.0300  2.26  23        15.231907   1.575640  4.178440e+39  1.883647e+38  0.310898  0.032160  1.483565e+38  1.131762e+37
 0.16  0.2  0.67  0.0300  3.45  23        14.989435   1.601128  4.241353e+39  2.507774e+38  0.365133  0.039002  1.471338e+38  1.147520e+37
 0.16  0.2  0.70  0.0300  2.26  23        15.263668   1.572361  4.288852e+39  1.716017e+38  0.241788  0.024907  1.200147e+38  1.058453e+37
 0.16  0.2  0.70  0.0300  3.45  23        14.865537   1.614472  4.415193e+39  2.361485e+38  0.317966  0.034533  1.754060e+38  1.051602e+37
 0.16  0.2  0.73  0.0300  2.26  23        15.192091   1.579769  4.419869e+39  1.576389e+38  0.167261  0.017393  8.505846e+37  5.775255e+36
 0.16  0.2  0.73  0.0300  3.45  23        14.600567   1.643772  4.603657e+39  2.237975e+38  0.360707  0.040609  2.028065e+38  9.372566e+36
 0.12  0.4  0.64  0.0300  2.26  22        12.220398   1.963930  3.653386e+39  1.937749e+38  0.268736  0.043188  9.894807e+37  9.205907e+36
 0.12  0.4  0.64  0.0300  3.45  23        12.189995   1.968828  3.662128e+39  2.567320e+38  0.476778  0.077005  1.538497e+38  2.084777e+37
 0.12  0.4  0.67  0.0300  2.26  22        12.379648   1.938666  3.722274e+39  1.771288e+38  0.322057  0.050434  1.191053e+38  1.069353e+37
 0.12  0.4  0.67  0.0300  3.45  22        11.853527   2.024714  3.876307e+39  2.592870e+38  0.505964  0.086424  1.479347e+38  2.229730e+37
 0.12  0.4  0.70  0.0300  2.26  22        12.195039   1.968013  3.882658e+39  1.736679e+38  0.303171  0.048925  1.472432e+38  1.145104e+37
 0.12  0.4  0.70  0.0300  3.45  23        12.291933   1.952500  3.868952e+39  2.374477e+38  0.721890  0.114668  1.831955e+38  1.991518e+37
 0.12  0.4  0.73  0.0300  2.26  22        12.348515   1.943553  3.935516e+39  1.565474e+38  0.370489  0.058312  1.443383e+38  8.630199e+36
 0.12  0.4  0.73  0.0300  3.45  23        12.202891   1.966747  4.028033e+39  2.181142e+38  0.502020  0.080911  1.638587e+38  1.201256e+37
 0.16  0.4  0.64  0.0300  2.26  22        16.623463   1.443743  3.735863e+39  1.780477e+38  0.364504  0.031657  1.098213e+38  9.037315e+36
 0.16  0.4  0.64  0.0300  3.45  23        16.179644   1.483345  3.837526e+39  2.429994e+38  0.454315  0.041652  1.891971e+38  1.736062e+37
 0.16  0.4  0.67  0.0300  2.26  23        16.812587   1.427502  3.796632e+39  1.628620e+38  0.369235  0.031351  1.781120e+38  1.243123e+37
 0.16  0.4  0.67  0.0300  3.45  23        16.228207   1.478906  3.937567e+39  2.275857e+38  0.407650  0.037150  1.752847e+38  1.438487e+37
 0.16  0.4  0.70  0.0300  2.26  23        16.779829   1.430289  3.924432e+39  1.491050e+38  0.384440  0.032769  9.854497e+37  7.562019e+36
 0.16  0.4  0.70  0.0300  3.45  23        16.224862   1.479211  4.072349e+39  2.097467e+38  0.440415  0.040152  1.558505e+38  1.271559e+37
 0.16  0.4  0.73  0.0300  2.26  23        17.263708   1.390200  3.918548e+39  1.323134e+38  0.359168  0.028923  9.120394e+37  5.600633e+36
 0.16  0.4  0.73  0.0300  3.45  23        16.172131   1.484034  4.187874e+39  1.912036e+38  0.255664  0.023461  8.834698e+37  4.644055e+36
 0.12  0.6  0.64  0.0300  2.26  21        13.252218   1.811018  3.373247e+39  1.728575e+38  0.403445  0.055134  1.491916e+38  1.222963e+37
 0.12  0.6  0.64  0.0300  3.45  22        12.742461   1.883467  3.515769e+39  2.453933e+38  0.472137  0.069787  1.470132e+38  2.436209e+37
 0.12  0.6  0.67  0.0300  2.26  21        13.185843   1.820134  3.464952e+39  1.619033e+38  0.495131  0.068346  1.590512e+38  1.111211e+37
 0.12  0.6  0.67  0.0300  3.45  22        12.755060   1.881606  3.622810e+39  2.312027e+38  0.851454  0.125605  2.267788e+38  2.677217e+37
 0.12  0.6  0.70  0.0300  2.26  21        13.491727   1.778868  3.499114e+39  1.465628e+38  0.448167  0.059090  1.447412e+38  9.329709e+36
 0.12  0.6  0.70  0.0300  3.45  22        12.736968   1.884279  3.742301e+39  2.141492e+38  0.746738  0.110471  2.084350e+38  1.863313e+37
 0.12  0.6  0.73  0.0300  2.26  21        13.345825   1.798315  3.659343e+39  1.402395e+38  0.375876  0.050648  1.048356e+38  8.184071e+36
 0.12  0.6  0.73  0.0300  3.45  21        12.681556   1.892512  3.860467e+39  1.968129e+38  0.331604  0.049486  1.276821e+38  9.652649e+36
 0.16  0.6  0.64  0.0300  2.26  23        18.141121   1.322961  3.425118e+39  1.541667e+38  0.497329  0.036268  9.730880e+37  7.949418e+36
 0.16  0.6  0.64  0.0300  3.45  23        17.674196   1.357912  3.539716e+39  2.117653e+38  0.520757  0.040010  1.277505e+38  1.487863e+37
 0.16  0.6  0.67  0.0300  2.26  23        18.868248   1.271978  3.415970e+39  1.376332e+38  0.600717  0.040497  1.559557e+38  1.036749e+37
 0.16  0.6  0.67  0.0300  3.45  22        17.800627   1.348267  3.619522e+39  1.950855e+38  0.411062  0.031135  1.408374e+38  9.798355e+36
 0.16  0.6  0.70  0.0300  2.26  22        18.718662   1.282143  3.532507e+39  1.275247e+38  0.382789  0.026219  6.981361e+37  4.888939e+36
 0.16  0.6  0.70  0.0300  3.45  23        17.797540   1.348501  3.728005e+39  1.802740e+38  0.441059  0.033419  1.378403e+38  9.511544e+36
 0.16  0.6  0.73  0.0300  2.26  23        19.673121   1.219939  3.462331e+39  1.163824e+38  0.679179  0.042116  1.642339e+38  6.738805e+36
 0.16  0.6  0.73  0.0300  3.45  23        18.110153   1.325223  3.772846e+39  1.626497e+38  0.243441  0.017814  4.672975e+37  4.058592e+36
 0.07  0.0  0.64  0.0300  2.65  23         6.374508   3.764996  3.572193e+39  2.903526e+38  0.156516  0.092444  9.115800e+37  2.224376e+37
 0.07  0.0  0.67  0.0300  2.65  22         6.484458   3.701157  3.638562e+39  2.697851e+38  0.102058  0.058252  6.293870e+37  1.287495e+37
 0.07  0.0  0.70  0.0300  2.65  23         6.405903   3.746544  3.808152e+39  2.658644e+38  0.184732  0.108042  1.361011e+38  2.090337e+37
 0.07  0.0  0.73  0.0300  2.65  23         6.503324   3.690421  3.874382e+39  2.556315e+38  0.244730  0.138876  1.327552e+38  2.309705e+37
 0.08  0.0  0.64  0.0300  2.65  22         7.277688   3.297751  3.693035e+39  2.746668e+38  0.147638  0.066899  6.026589e+37  9.750697e+36
 0.08  0.0  0.67  0.0300  2.65  23         7.273367   3.299710  3.833332e+39  2.680932e+38  0.181438  0.082313  8.918456e+37  1.346192e+37
 0.08  0.0  0.70  0.0300  2.65  23         7.220834   3.323716  3.994453e+39  2.666041e+38  0.275531  0.126825  1.486246e+38  2.000729e+37
 0.08  0.0  0.73  0.0300  2.65  23         7.397244   3.244452  4.008336e+39  2.417615e+38  0.264037  0.115807  1.820681e+38  1.730253e+37
 0.10  0.0  0.64  0.0300  2.65  22         8.997048   2.667542  3.928794e+39  2.672213e+38  0.236956  0.070255  1.265797e+38  1.281839e+37
 0.10  0.0  0.67  0.0300  2.65  23         8.854355   2.710530  4.120560e+39  2.687258e+38  0.320066  0.097980  1.403928e+38  2.413979e+37
 0.10  0.0  0.70  0.0300  2.65  24         9.021947   2.660180  4.186626e+39  2.465409e+38  0.293318  0.086487  1.864647e+38  1.793093e+37
 0.10  0.0  0.73  0.0300  2.65  23         8.807208   2.725041  4.409983e+39  2.425263e+38  0.371912  0.115073  1.336507e+38  1.529215e+37
 0.12  0.0  0.64  0.0300  2.65  23        10.523141   2.280688  4.167409e+39  2.732036e+38  0.241231  0.052282  1.197017e+38  1.894026e+37
 0.12  0.0  0.67  0.0300  2.65  23        10.572768   2.269983  4.283864e+39  2.558831e+38  0.474925  0.101967  1.940895e+38  2.155187e+37
 0.12  0.0  0.70  0.0300  2.65  23        10.442330   2.298338  4.485296e+39  2.481643e+38  0.355826  0.078317  1.737457e+38  1.954366e+37
 0.12  0.0  0.73  0.0300  2.65  23        10.429722   2.301116  4.601214e+39  2.270690e+38  0.393349  0.086785  1.749709e+38  1.359067e+37
 0.14  0.0  0.64  0.0300  2.65  23        12.133543   1.977988  4.313465e+39  2.673269e+38  0.234805  0.038278  1.821145e+38  1.839689e+37
 0.14  0.0  0.67  0.0300  2.65  23        12.055651   1.990768  4.494849e+39  2.518053e+38  0.391989  0.064730  1.885275e+38  1.715896e+37
 0.14  0.0  0.70  0.0300  2.65  23        11.966874   2.005536  4.653393e+39  2.366167e+38  0.339106  0.056831  1.734363e+38  1.592705e+37
 0.14  0.0  0.73  0.0300  2.65  23        11.918324   2.013706  4.820795e+39  2.226174e+38  0.339383  0.057342  1.666967e+38  1.183313e+37
 0.16  0.0  0.64  0.0300  2.65  23        13.678853   1.754533  4.454637e+39  2.591045e+38  0.346651  0.044464  1.625917e+38  1.664110e+37
 0.16  0.0  0.67  0.0300  2.65  23        13.622958   1.761732  4.601992e+39  2.454206e+38  0.385646  0.049872  1.621355e+38  1.192192e+37
 0.16  0.0  0.70  0.0300  2.65  23        13.608254   1.763636  4.740926e+39  2.291121e+38  0.346261  0.044876  1.774360e+38  1.132275e+37
 0.16  0.0  0.73  0.0300  2.65  21        13.268101   1.808850  5.012675e+39  2.187770e+38  0.181720  0.024774  1.030738e+38  8.366750e+36
 0.18  0.0  0.64  0.0300  2.65  23        15.278307   1.570855  4.572046e+39  2.560504e+38  0.269396  0.027698  1.158699e+38  9.354322e+36
 0.18  0.0  0.67  0.0300  2.65  22        15.247544   1.574024  4.704052e+39  2.406955e+38  0.342846  0.035392  1.775274e+38  1.447250e+37
 0.18  0.0  0.70  0.0300  2.65  23        15.013380   1.598574  4.911482e+39  2.261625e+38  0.171776  0.018290  1.086125e+38  7.919011e+36
 0.18  0.0  0.73  0.0300  2.65  23        14.868576   1.614142  5.090417e+39  2.082672e+38  0.189389  0.020560  1.372126e+38  7.755723e+36
 0.07  0.2  0.64  0.0300  2.65  21         6.747475   3.556886  3.362881e+39  2.587516e+38  0.218978  0.115433  8.640317e+37  1.636110e+37
 0.07  0.2  0.67  0.0300  2.65  20         6.659620   3.603809  3.557359e+39  2.638582e+38  0.238649  0.129143  1.868559e+38  2.647574e+37
 0.07  0.2  0.70  0.0300  2.65  23         6.800754   3.529020  3.632275e+39  2.504194e+38  0.258593  0.134188  1.510845e+38  2.388440e+37
 0.07  0.2  0.73  0.0300  2.65  24         6.734510   3.563734  3.760621e+39  2.416657e+38  0.348993  0.184678  1.770458e+38  2.364337e+37
 0.08  0.2  0.64  0.0300  2.65  22         7.593074   3.160775  3.560750e+39  2.632867e+38  0.163616  0.068109  1.113182e+38  2.169913e+37
 0.08  0.2  0.67  0.0300  2.65  22         7.735577   3.102548  3.633220e+39  2.467204e+38  0.249409  0.100032  1.258177e+38  2.387677e+37
 0.08  0.2  0.70  0.0300  2.65  22         7.751607   3.096132  3.743515e+39  2.403633e+38  0.291475  0.116420  1.244885e+38  1.686952e+37
 0.08  0.2  0.73  0.0300  2.65  24         7.780494   3.084637  3.857936e+39  2.291269e+38  0.371244  0.147182  1.660430e+38  1.887102e+37
 0.10  0.2  0.64  0.0300  2.65  22         9.591937   2.502102  3.711629e+39  2.463525e+38  0.253316  0.066079  1.124399e+38  1.655446e+37
 0.10  0.2  0.67  0.0300  2.65  23         9.705609   2.472797  3.817952e+39  2.333159e+38  0.281135  0.071628  1.625338e+38  1.679745e+37
 0.10  0.2  0.70  0.0300  2.65  23         9.559952   2.510473  3.976543e+39  2.293039e+38  0.391175  0.102724  2.098236e+38  1.648696e+37
 0.10  0.2  0.73  0.0300  2.65  23         9.596333   2.500955  4.083804e+39  2.076715e+38  0.369811  0.096379  2.027085e+38  1.618407e+37
 0.12  0.2  0.64  0.0300  2.65  22        11.405148   2.104313  3.876800e+39  2.388871e+38  0.394703  0.072825  1.255361e+38  1.403065e+37
 0.12  0.2  0.67  0.0300  2.65  23        11.418854   2.101787  4.010262e+39  2.302118e+38  0.452955  0.083372  1.693103e+38  1.642486e+37
 0.12  0.2  0.70  0.0300  2.65  22        11.188090   2.145138  4.203384e+39  2.230067e+38  0.372154  0.071355  1.517353e+38  1.904274e+37
 0.12  0.2  0.73  0.0300  2.65  22        11.132586   2.155833  4.339256e+39  2.046132e+38  0.358035  0.069334  1.586541e+38  1.255024e+37
 0.14  0.2  0.64  0.0300  2.65  23        13.183096   1.820513  4.013272e+39  2.344677e+38  0.353547  0.048823  1.273285e+38  1.625647e+37
 0.14  0.2  0.67  0.0300  2.65  22        13.178000   1.821217  4.153620e+39  2.176900e+38  0.349758  0.048337  7.368064e+37  9.639495e+36
 0.14  0.2  0.70  0.0300  2.65  22        13.072634   1.835896  4.294208e+39  2.101063e+38  0.317105  0.044534  1.834785e+38  1.422899e+37
 0.14  0.2  0.73  0.0300  2.65  22        13.080217   1.834832  4.423228e+39  1.916193e+38  0.313504  0.043977  1.656265e+38  9.504639e+36
 0.16  0.2  0.64  0.0300  2.65  22        15.095631   1.589864  4.071848e+39  2.240677e+38  0.355166  0.037406  1.703895e+38  1.323305e+37
 0.16  0.2  0.67  0.0300  2.65  22        15.094948   1.589936  4.205869e+39  2.119429e+38  0.284131  0.029927  1.358187e+38  1.356070e+37
 0.16  0.2  0.70  0.0300  2.65  22        14.942900   1.606114  4.374236e+39  1.984402e+38  0.295109  0.031719  1.654281e+38  9.936835e+36
 0.16  0.2  0.73  0.0300  2.65  22        14.888403   1.611993  4.511301e+39  1.835358e+38  0.260974  0.028256  1.026077e+38  7.376657e+36
 0.18  0.2  0.64  0.0300  2.65  23        16.949133   1.416002  4.151244e+39  2.195498e+38  0.346027  0.028909  1.350496e+38  1.254550e+37
 0.18  0.2  0.67  0.0300  2.65  23        17.162803   1.398373  4.238764e+39  2.016420e+38  0.356663  0.029060  1.821232e+38  1.135688e+37
 0.18  0.2  0.70  0.0300  2.65  22        16.827363   1.426248  4.433918e+39  1.912311e+38  0.299956  0.025424  1.233780e+38  8.710955e+36
 0.18  0.2  0.73  0.0300  2.65  21        16.875999   1.422138  4.548512e+39  1.735508e+38  0.157207  0.013248  7.409667e+37  5.771628e+36
 0.07  0.4  0.64  0.0300  2.65  24         7.087766   3.386116  3.248821e+39  2.503154e+38  0.188426  0.090019  1.161997e+38  2.103228e+37
 0.07  0.4  0.67  0.0300  2.65  21         7.017708   3.419920  3.378877e+39  2.364781e+38  0.286012  0.139381  1.080356e+38  1.145381e+37
 0.07  0.4  0.70  0.0300  2.65  21         7.195617   3.335364  3.415282e+39  2.224094e+38  0.350534  0.162482  1.167050e+38  1.029718e+37
 0.07  0.4  0.73  0.0300  2.65  23         6.913556   3.471441  3.674877e+39  2.363199e+38  0.328296  0.164844  2.726983e+38  3.033090e+37
 0.08  0.4  0.64  0.0300  2.65  23         8.109813   2.959378  3.362964e+39  2.432143e+38  0.281695  0.102794  1.085097e+38  2.495904e+37
 0.08  0.4  0.67  0.0300  2.65  22         8.148306   2.945398  3.445479e+39  2.284639e+38  0.414158  0.149707  1.915932e+38  2.204624e+37
 0.08  0.4  0.70  0.0300  2.65  22         8.250050   2.909073  3.525823e+39  2.140863e+38  0.369797  0.130395  1.276192e+38  1.029503e+37
 0.08  0.4  0.73  0.0300  2.65  23         8.069244   2.974256  3.719816e+39  2.107262e+38  0.402817  0.148475  2.162958e+38  2.250731e+37
 0.10  0.4  0.64  0.0300  2.65  23        10.195164   2.354057  3.524509e+39  2.263564e+38  0.405396  0.093606  1.244221e+38  1.648303e+37
